Revenue,Gross Profit,Operating Income,Pretax Income,Diluted EPS,EBITDA,ROA,ROE,Total Current Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Total Noncurrent Liabilities,Total Liabilities,Total Equity,Cash from Operations,Cash from Investing Activities,Cash from Financing Activities,Date,Company,Revenue target,Operating Income target,Revenue target change,Operating Income target change
153.047008,57.983008,43.049,42.278,1.3846200704574585,113.286,0.111356539814068,0.1809166526170014,170.998,3937.835888,4108.834048,323.936992,1356.451968,1680.38896,2428.445,74.559,-207.279008,127.151,2019-03-31,CPE,165.895008,57.373,12.847999999999985,14.323999999999998
165.895008,68.851008,57.373,56.699,1.7752400040626526,131.338,0.1028953762005093,0.1670992520683054,138.096,3777.40108,3915.49696,291.932992,1139.692032,1431.625024,2483.87188,150.487008,82.775,-227.692,2019-06-30,CPE,156.388992,59.485,-9.506015999999988,2.112000000000002
156.388992,68.724992,59.485,58.868,1.5000499784946442,124.556,0.0968772242763066,0.1561874204800887,165.372992,3851.550072,4016.92288,301.011008,1247.260032,1548.27104,2468.652016,113.692,-139.756992,21.322,2019-09-30,CPE,192.742,83.321,36.35300799999999,23.836
192.742,97.218,83.321,82.83,2.2505000233650208,158.058,0.0309957808153736,0.0588138467103727,268.673984,6926.164032,7194.838016,652.246976,3319.282944,3971.52992,3223.308056,137.578,-124.128,-11.418,2019-12-31,CPE,289.919008,63.69,97.17700800000003,-19.631
289.919008,86.393008,63.69,69.6,1.2570500373840332,212.43,0.0333936692235556,0.0625515635304997,356.751008,7023.210024,7379.960832,583.768,3353.289984,3937.057984,3442.90288,191.695008,-254.366,64.13,2020-03-31,CPE,157.234,-77.091,-132.685008,-140.781
820.0,211.00000000000003,172.0,2.0,0.5226500034332275,484.0,0.0,0.0,701.0,11796.000192,12497.000448,906.0,8979.999744,9885.999744,2611.000064,480.0,-674.0,-5896.999936,2014-12-31,CRC,577.0,-90.0,-243.0,-262.0
577.0,27.00000000000003,-90.0,-172.0,-0.2668150067329407,163.0,0.0,0.0,654.0,11610.000128,12263.999488,735.0,9013.000192,9748.000192,2516.0,115.0,-313.0,212.0,2015-03-31,CRC,634.0,-20.0,57.0,70.0
634.0,88.0,-20.0,-86.0,-0.1341419965028762,231.0,0.0175110743369549,0.0369549856096783,656.0,11460.999872,12117.000192,685.0,8977.000448,9662.000448,2454.999808,117.0,-127.0,19.0,2015-06-30,CRC,626.0,-7.0,-8.0,13.0
626.0,84.99999999999996,-7.0,-142.0,-0.2511090040206909,246.0,-0.0035545883371413,-0.0135658909921278,602.0,11310.999936,11912.999936,748.0,8810.000384,9558.000384,2355.000064,180.0,-102.0,-111.0,2015-09-30,CRC,566.0,68.0,-60.0,75.0
566.0,68.0,68.0,-127.0,-0.1364970058202743,315.0,-0.0304304374692849,0.0,497.0,6556.0,7053.000192,605.0,7363.999744,7968.999744,-915.999744,-9.0,-215.0,232.0,2015-12-31,CRC,322.0,-33.0,-244.0,-101.0
322.0,-48.00000000000001,-33.0,-115.0,-0.2597689926624298,114.0,-0.0316064873791023,0.0,431.0,6231.000128,6662.000128,638.0,6976.0,7614.0,-952.0,115.0,-29.0,-88.0,2016-03-31,CRC,454.0,46.0,132.0,79.0
454.0,86.00000000000001,46.0,-72.0,-1.8057390451431277,184.0,-0.0344906337088256,0.0,386.0,6089.999936,6476.000256,592.0,6928.999936,7520.999936,-1044.99968,-71.0,11.0,52.0,2016-06-30,CRC,481.0,12.0,27.0,-34.0
481.0,95.99999999999996,12.0,-83.0,-2.044334888458252,149.0,-0.0337015270775175,0.0,356.0,5975.999936,6332.000256,658.0,6167.000064,6825.000064,-493.000192,101.0,-13.0,-80.0,2016-09-30,CRC,452.0,-28.0,-29.0,-40.0
452.0,71.99999999999999,-28.0,-74.0,-1.758741021156311,109.0,-0.0490788391779633,0.0,425.0,5929.000192,6353.999872,726.0,6184.999936,6910.999936,-556.99968,-15.0,-30.0,47.0,2016-12-31,CRC,590.0,121.153848,138.0,149.15384799999998
590.0,206.0,121.153848,-82.230768,-1.0401890277862549,261.15384,-0.0421738108771517,0.0,409.0,5827.999936,6237.000192,688.0,5996.000256,6684.000256,-447.000064,133.0,0.0,-95.0,2017-03-31,CRC,481.0,6.0,-109.0,-115.153848
481.0,95.99999999999996,6.0,-82.0,-1.957546949386597,144.0,-0.0448139346210464,0.0,387.0,5766.999872,6153.999872,607.0,6038.000128,6645.000128,-490.999808,-13.0,-74.0,46.0,2017-06-30,CRC,518.0,29.538462,37.0,23.538462
518.0,123.0,29.538462,-57.46154,-1.4051519632339478,163.538464,-0.0415501387697927,0.0,452.0,5731.000256,6183.000064,746.0,6010.999808,6756.999808,-574.00032,105.0,-100.0,14.0,2017-09-30,CRC,574.0,89.0,56.0,59.461538000000004
574.0,182.0,89.0,-11.0,-0.3360660076141357,221.0,-0.0289785846552527,0.0,483.0,5724.0,6207.000064,732.0,6194.999808,6926.999808,-720.000128,23.0,-139.0,108.0,2017-12-31,CRC,609.0,111.797472,35.0,22.797472
609.0,240.0,111.797472,21.658228,0.1762440055608749,230.797472,-0.0213358070500927,0.0,949.0,5749.999872,6698.999808,806.0,5823.000064,6629.000064,69.99968,200.0,-138.0,412.0,2018-03-31,CRC,648.0,112.531648,39.0,0.734176000000005
648.0,255.0,112.531648,13.531646,-0.1244810000061988,237.531648,-0.0093172444484032,0.0,559.0,6381.000128,6940.000256,893.0,5957.000192,6850.000192,89.999808,34.0,-669.0,183.0,2018-06-30,CRC,803.0,160.0,155.0,47.468351999999996
803.0,394.0,160.0,58.0,0.6479020118713379,288.0,0.0036454773119685,0.0,546.0,6437.999872,6984.0,871.0,5973.000192,6844.000192,139.999808,159.0,-158.0,-12.0,2018-09-30,CRC,768.0,156.0,-35.0,-4.0
768.0,376.0,156.0,72.0,0.5256379842758179,286.0,0.0089786755163557,0.0,640.0,6518.000064,7158.000128,607.0,6041.999872,6648.999872,509.000064,68.0,-191.0,109.0,2018-12-31,CRC,793.0,165.063296,25.0,9.063296000000008
793.0,401.0,165.063296,58.063292,0.632319986820221,295.063296,0.0120611674041147,0.0,577.0,6652.999872,7230.000128,689.0,6064.0,6753.0,477.000128,158.0,-182.0,50.0,2019-03-31,CRC,646.0,117.0,-147.0,-48.06329600000001
646.0,259.0,117.0,16.0,-0.2681300044059753,252.0,0.0110220438862265,0.0,522.0,6509.999808,7032.0,610.0,5923.999744,6533.999744,498.0,114.0,12.0,-142.0,2019-06-30,CRC,684.0,151.0,38.0,34.0
684.0,303.0,151.0,51.0,0.3421379923820495,283.0,0.0088451388614214,0.0,510.0,6524.999808,7034.999808,721.0,5733.000192,6454.000192,580.999744,268.0,-121.0,-152.0,2019-09-30,CRC,681.0,241.354432,-3.0,90.354432
681.0,318.0,241.354432,97.354432,0.7331979870796204,367.354432,0.0099178235662395,0.0,491.0,6467.0,6958.000128,709.0,5743.000064,6452.000064,506.00032,136.0,-103.0,-38.0,2019-12-31,CRC,573.0,149.848096,-108.0,-91.506336
573.0,221.0,149.848096,48.8481,-0.1622720062732696,268.848096,0.0054080628167433,0.0,356.0,4618.0,4974.000128,543.0,5710.000128,6253.000128,-1279.000064,228.0,-12.0,-156.0,2020-03-31,CRC,276.0,-112.0,-297.0,-261.848096
88.038,9.811000000000003,-8.154,-17.028,-1.168299987912178,52.171,-0.0156666756711664,-0.0286827894412732,140.934,1922.299048,2063.233024,161.578,822.246976,983.824976,1079.408,50.927,-124.399,75.936,2011-03-31,CRK,112.451,8.352,112.451,8.352
112.451,17.350999999999996,8.352,-1.975,-0.1997650042176246,83.041,-0.0137366699414111,-0.0259747743299538,130.485,2037.96404,2168.449024,172.024,919.139968,1091.163968,1077.284992,66.975,-162.49,94.875,2011-06-30,CRK,119.422,12.06,6.971000000000004,3.708
119.422,21.135,12.06,2.259,-0.0334600009955465,89.578,-0.0113077421414092,-0.0219126277460353,89.728,2106.416984,2196.144896,153.352,979.660032,1133.012032,1063.132992,99.647,-153.659008,55.0,2011-09-30,CRK,114.456,7.3,-4.965999999999994,-4.760000000000001
114.456,16.581000000000007,7.3,-4.496,-0.3840399906039238,85.544,-0.0041853800242961,-0.0091493222724242,113.09,2526.793992,2639.884032,187.207008,1415.052032,1602.25904,1037.624992,67.355,-511.537984,448.099008,2011-12-31,CRK,102.418,-9.464,-12.037999999999997,-16.764
102.418,0.6869999999999985,-9.464,-21.528,-1.4723800122737885,67.847,-0.0079764471286191,-0.0180745358719226,176.799008,2533.872936,2710.671872,250.06,1433.25504,1683.31504,1027.357024,133.18,-146.423008,8.533,2012-03-31,CRK,93.048,-23.857,-9.370000000000005,-14.392999999999999
93.048,-14.787000000000004,-23.857,-36.925,-1.7413699626922607,61.818,-0.0137396239006959,-0.0313224721965202,86.062,2575.249944,2661.312,176.726,1443.293056,1620.019056,1041.292992,10.821,-18.137,9.174,2012-06-30,CRK,100.434,-22.744,7.385999999999996,1.1129999999999995
100.434,-13.194999999999991,-22.744,-38.118,-3.7866950035095215,68.792,-0.0303339483607692,-0.070978194045679,88.029,2569.809936,2657.839104,200.086,1446.43904,1646.52504,1011.313984,81.697,-99.559,14.823,2012-09-30,CRK,98.68,-77.7,-1.7539999999999907,-54.956
98.68,-11.223,-77.7,-99.264,-7.116184830665588,11.636,-0.0512443806006346,-0.1354390989851591,79.9,2489.996992,2569.89696,143.419008,1492.944,1636.363008,933.534016,36.531,-119.601,84.972,2012-12-31,CRK,97.34,-18.536,-1.3400000000000034,59.164
97.34,-7.155999999999999,-18.536,-35.869,-2.561365067958832,66.431,-0.0536451910647332,-0.1482965038616926,673.724992,1948.782,2622.507008,225.851008,1494.774016,1720.625024,901.881984,97.352,-101.66,6.681,2013-03-31,CRK,110.701,-14.552,13.36099999999999,3.9840000000000018
110.701,4.257999999999994,-14.552,-36.477,-2.507644891738892,70.692,-0.0594671216330851,-0.1414659517699189,334.505984,1927.716024,2262.22208,122.126,1111.714944,1233.840944,1028.380992,10.66,704.889984,-458.656992,2013-06-30,CRK,108.03,-10.481,-2.6709999999999923,4.071
108.03,0.6669999999999968,-10.481,-30.588,-2.18127503991127,75.281,-0.0532316220208955,-0.1311221620036891,325.18,1952.209056,2277.389056,378.617984,906.531968,1285.149952,992.239008,97.55,-117.704,-15.23,2013-09-30,CRK,106.512,-23.785,-1.5180000000000007,-13.304
106.512,3.067000000000005,-23.785,-39.484,-2.805339992046356,57.376,-0.0410550184232078,-0.1039364294074578,57.134,2082.263976,2139.398016,194.995008,992.398016,1187.393024,952.004992,55.717,-172.168992,-108.934,2013-12-31,CRK,140.563008,18.882,34.051007999999996,42.667
140.563008,27.25100800000001,18.882,5.453,0.3502750024199486,107.756,-0.0270215800968727,-0.0714103885083944,79.338,2181.600072,2260.937984,168.536,1146.396032,1314.932032,946.006016,95.741,-237.46,140.523008,2014-03-31,CRK,151.672992,23.679,11.109983999999997,4.796999999999997
151.672992,33.54899199999999,23.679,8.951,0.6010299921035767,118.218,-0.0161590585349995,-0.0373649791810206,90.197,2210.062112,2300.259072,179.667008,1175.858048,1355.525056,944.733984,109.554,-124.891,17.379,2014-06-30,CRK,144.615008,-0.09,-7.057984000000005,-23.769
144.615008,19.286007999999995,-0.09,9.287,0.6097399815917015,99.887,-0.004800140710557,-0.0114290593419843,86.157,2236.193896,2322.351104,184.912992,1197.811968,1382.72496,939.626016,123.688,-140.011008,18.943,2014-09-30,CRK,127.463,1.253,-17.152007999999995,1.343
127.463,8.976000000000004,1.253,-13.805,-0.9896399825811386,96.138,-0.0058482441211514,-0.014165025467215,61.217,2213.120088,2274.337024,162.171008,1241.894016,1404.065024,870.272,72.001,-132.425,56.062,2014-12-31,CRK,66.522,-94.725,-60.94099999999999,-95.978
66.522,-46.33,-94.725,-115.192,-8.195649981498718,-2.836,-0.030799250501541,-0.0840352234022352,265.275008,2214.886128,2480.161024,165.167008,1523.367936,1688.534944,791.626016,60.858,-141.027008,306.993984,2015-03-31,CRK,77.312,-68.371,10.789999999999992,26.354
77.312,-38.15500000000001,-68.371,-101.822,-7.181804776191711,22.202,-0.0643022970280816,-0.1807343016364269,268.630016,1936.627976,2205.257984,110.726,1436.276992,1547.002992,658.255008,-36.62,-56.236,-5.826,2015-06-30,CRK,61.36,-51.26,-15.951999999999998,17.110999999999997
61.36,-40.67100000000001,-51.26,-82.617,-5.634505152702332,28.185,-0.1051486131961558,-0.3839471693825248,191.851008,1337.823016,1529.673984,90.977,1323.39904,1414.37604,115.298016,-0.762,67.041,-32.653,2015-09-30,CRK,47.228,-35.577,-14.131999999999998,15.683
47.228,-32.831,-35.577,-20.079,-1.5675349533557892,23.839,-0.0428134575045933,0.0,156.238,1039.611968,1195.849984,95.72,1271.388032,1367.108032,-171.258048,6.61,-31.503,-4.941,2015-12-31,CRK,36.163,-26.712,-11.065000000000005,8.864999999999998
36.163,-21.184000000000005,-26.712,-55.419,-5.930209755897522,12.124,-0.1073352647546483,0.0,149.359008,935.776992,1085.136,72.25,1233.105024,1305.355024,-220.219008,-31.039,-13.317,-0.327,2016-03-31,CRK,40.715,-19.317,4.552000000000007,7.395
40.715,-13.653999999999998,-19.317,-47.909,-2.5623849034309387,16.712,-0.0951042351148646,0.0,130.755,916.471016,1047.225984,86.821,1167.672064,1254.493064,-207.267008,-0.165,-18.27,-3.476,2016-06-30,CRK,50.33,-85.48,9.614999999999995,-66.16300000000001
50.33,-4.900999999999997,-85.48,-116.532,-6.9323930740356445,-47.935,-0.1555719958997576,0.0,76.693,808.818976,885.512,58.184,1047.350976,1105.534976,-220.022976,-23.514,-7.488,-9.826,2016-09-30,CRK,48.498,-3.032,-1.8320000000000007,82.44800000000001
48.498,5.504999999999997,-3.032,-41.62,-3.9569571018218994,26.045,-0.2182403304481756,0.0,90.172,799.702016,889.873984,91.707,1069.436032,1161.143032,-271.268992,30.99,9.506,-1.176,2016-12-31,CRK,53.801,2.381,5.303000000000004,5.413
53.801,8.781999999999998,2.381,-30.396,-1.9730050563812256,32.286,-0.196052785595593,0.0,57.719,808.267016,865.985984,74.471,1076.930944,1151.401944,-285.416,3.207,-38.401,-0.27,2017-03-31,CRK,61.471,10.47,7.669999999999995,8.089
61.471,17.028999999999996,10.47,-26.22,-1.6871479749679563,40.791,-0.1915237510554848,0.0,75.383,826.447976,901.830976,110.618,1096.519936,1207.137936,-305.307008,52.308,-47.428,0.001,2017-06-30,CRK,66.811,12.226,5.3400000000000105,1.7560000000000002
66.811,18.4,12.226,-21.743,-1.5372869968414309,45.009,-0.1391670803683171,0.0,65.485,834.121968,899.606976,112.227,1115.824,1228.051,-328.443968,35.248,-45.136,-0.041,2017-09-30,CRK,73.248,19.766,6.436999999999998,7.539999999999997
73.248,26.769,19.766,-15.248,-2.136151075363159,50.314,-0.1164633435011323,0.0,302.504992,627.914024,930.419008,168.488992,1131.202048,1299.69104,-369.272,83.851,-47.988,0.0,2017-12-31,CRK,72.593,23.478,-0.6550000000000011,3.7120000000000033
72.593,29.494,23.478,-15.306,-1.4183969497680664,50.63,-0.1132062055300369,0.0,208.728,701.766008,910.494016,167.686,1152.729984,1320.415984,-409.921984,21.556,-46.458,14.635,2018-03-31,CRK,61.449,14.237,-11.144000000000005,-9.241000000000001
61.449,21.193,14.237,-25.649,-1.7834919691085815,41.035,-0.1129656923978875,0.0,202.148992,719.183984,921.332992,189.072992,1174.68096,1363.753952,-442.420992,65.442,57.357,-15.409,2018-06-30,CRK,102.711,42.711,41.262,28.473999999999997
102.711,49.058,42.711,6.573,0.0079629998654127,74.613,-0.052951865344514,0.0,131.472,1962.904064,2094.375936,180.118,1393.147008,1573.265008,521.111,2.346,-111.15,-17.794,2018-09-30,CRK,153.498,81.393,50.78699999999999,38.682
153.498,89.489,81.393,46.996,0.3398210108280182,117.517,-0.0076222019848326,0.0,159.427008,2028.412992,2187.84,206.852992,1411.416064,1618.269056,569.570992,98.693,-111.588,4.308,2018-12-31,CRK,126.881,53.223,-26.61699999999999,-28.17
126.881,61.037,53.223,23.196,0.1690810024738311,91.315,0.0174458554929974,0.0,134.123,2087.764928,2221.888,198.086,1440.007936,1638.093936,583.793992,74.715,-88.494,19.91,2019-03-31,CRK,128.116,43.647,1.2350000000000136,-9.576
128.116,50.488,43.647,13.791,0.0897440016269683,91.007,0.0402032967892271,0.0,151.440992,2131.45504,2282.895872,228.624992,1448.446976,1677.071968,605.824,98.311,-80.808,-0.08,2019-06-30,CRK,224.444,76.36,96.32799999999997,32.713
224.444,84.70599999999999,76.36,31.2,0.0847240015864372,157.116992,0.0260225840718861,0.0984773707453781,268.398,4283.91104,4552.309248,389.46,2717.650944,3107.110944,1445.197976,109.78,-823.6,720.316032,2019-09-30,CRK,289.248,101.681,64.804,25.320999999999998
289.248,108.164992,101.681,47.368,0.132091999053955,214.04,0.027114590503181,0.0821960255429659,289.684992,4367.437056,4657.121792,392.376,2742.140928,3134.516928,1522.604992,168.431008,-177.936992,-25.205,2019-12-31,CRK,225.878,44.017,-63.370000000000005,-57.663999999999994
225.878,52.762992,44.017,36.936,0.0896399989724159,154.99,0.0293771968445419,0.0754862473628914,267.836992,4375.904064,4643.741184,327.619008,2759.645952,3087.26496,1556.476032,150.119008,-143.49,-9.634,2020-03-31,CRK,179.535008,3.911,-46.34299199999998,-40.106
512.704,260.884,213.262,167.534,0.257187008857727,306.856,0.0342648633199627,0.0788157869385113,721.662976,8389.75616,9111.41888,638.473024,4091.580928,4730.053952,4381.364992,124.832,-285.043008,-93.801,2011-03-31,DEN,585.500032,281.540608,585.500032,281.540608
585.500032,314.59504000000004,281.540608,242.228608,0.3614340126514435,385.035616,0.0431678114770031,0.0919644861292628,659.483008,8679.93984,9339.42272,601.108992,4089.999872,4691.108864,4648.313856,398.520992,-347.796992,-56.789,2011-06-30,DEN,576.633984,270.912,-8.866047999999978,-10.628608000000042
576.633984,303.940992,270.912,237.736,0.3639610111713409,372.889984,0.0504415173200905,0.1071430567098011,664.707968,9222.225152,9886.932992,643.52,4307.640832,4951.160832,4935.772032,315.739008,-525.412,112.244,2011-09-30,DEN,619.401024,300.492,42.76703999999995,29.58000000000004
619.401024,336.434016,300.492,269.792,0.429502010345459,410.620992,0.0591457056712703,0.1239250162730665,684.113024,9500.31104,10184.424448,661.267008,4716.6592,5377.926208,4806.498048,365.721984,-447.705984,76.314,2011-12-31,DEN,639.105984,282.911008,19.70496000000003,-17.580992000000037
639.105984,330.347968,282.911008,240.696992,0.3920620083808899,403.806016,0.063604366670632,0.1329056899007475,758.035008,9584.027264,10342.06208,606.588032,4807.031808,5413.61984,4928.442112,291.654016,-288.883008,55.902,2012-03-31,DEN,604.723968,261.006,-34.38201600000002,-21.90500800000001
604.723968,308.049984,261.006,215.288992,0.3292819857597351,393.295008,0.059331887962447,0.1227305131331068,545.76,10389.656064,10935.415808,684.604992,5097.613824,5782.218816,5153.196928,440.966016,-560.340992,70.122,2012-06-30,DEN,601.585024,240.051008,-3.1389440000000377,-20.954991999999976
601.585024,292.977024,240.051008,207.279008,0.3276929855346679,376.985984,0.0553263071050489,0.1143731524357675,508.768,10597.178496,11105.9456,642.609984,5244.115968,5886.725952,5219.219968,293.505984,-388.748,91.163,2012-09-30,DEN,608.785024,258.77,7.2000000000000455,18.718991999999986
608.785024,308.2180159999999,258.77,234.372,0.3602020144462585,376.188992,0.0514029287181309,0.1104789127744808,1542.754048,9596.588032,11139.342336,616.420992,5408.031744,6024.452736,5114.889088,384.764992,-138.868992,-171.419008,2012-12-31,DEN,580.211008,233.352992,-28.57401600000003,-25.41700799999998
580.211008,285.0380160000001,233.352992,200.194,0.3260909914970398,346.251008,0.0478451083184508,0.1028623954938325,499.846016,10816.918912,11316.764672,560.260992,5610.624,6170.884992,5145.880064,269.176,-320.646016,15.228,2013-03-31,DEN,644.750016,202.212,64.53900799999997,-31.14099200000001
644.750016,248.926016,202.212,166.54,0.275985985994339,329.119008,0.0437576244772764,0.0942147417413434,484.057984,11024.452224,11508.509696,614.352,5623.371776,6237.723776,5270.786048,437.568,-344.927008,-79.045,2013-06-30,DEN,672.88,263.831008,28.129984000000036,61.61900800000001
672.88,312.931008,263.831008,239.148992,0.4128020107746124,389.425984,0.0453171687934118,0.0981129952893848,439.793984,11169.851008,11609.645056,603.747968,5733.0688,6336.816768,5272.828032,305.464992,-286.129984,-68.652,2013-09-30,DEN,595.681024,166.004992,-77.19897600000002,-97.82601600000001
595.681024,212.963008,166.004992,126.924,0.2434609979391098,310.548,0.0409633483130631,0.0901674613087764,414.559008,11374.178304,11788.736512,675.198976,5812.13184,6487.330816,5301.405952,348.985984,-323.606016,-39.741,2013-12-31,DEN,607.438016,184.3,11.756991999999968,18.295008000000024
607.438016,244.779008,184.3,142.603008,0.2537440061569214,325.430016,0.037162026826073,0.0837001191988781,423.584,11444.374528,11867.958272,633.264,6086.786048,6720.050048,5147.908096,214.858,-236.754,17.601,2014-03-31,DEN,618.678976,193.724,11.240960000000086,9.423999999999978
618.678976,250.82496,193.724,150.443008,0.2651660144329071,341.888,0.0358190628281376,0.0812880611066734,422.972992,11576.703872,11999.67744,736.028032,6175.70304,6911.731072,5087.945856,329.847008,-280.148,-45.545,2014-06-30,DEN,608.468992,199.616992,-10.209984000000077,5.892992000000021
608.468992,255.310976,199.616992,159.139008,0.2780790030956268,346.176992,0.0308885281279123,0.0690596886422517,416.486016,11723.567104,12140.053504,558.851008,6231.433216,6790.284224,5349.768832,340.392,-272.020992,-60.981,2014-09-30,DEN,583.950976,182.72,-24.51801599999999,-16.89699200000001
583.950976,232.167968,182.72,142.012,0.2617000043392181,339.838016,0.0302394299257052,0.0673646968705355,812.68,11915.121664,12727.801856,640.124992,6383.8208,7023.945792,5703.856128,337.728,-287.832,-46.179,2014-12-31,DEN,452.907008,76.274,-131.04396799999995,-106.446
452.907008,134.23900800000004,76.274,39.382,0.064079001545906,226.232,0.0250282311470775,0.0567575531514709,768.654016,11699.402496,12468.056064,381.673984,6502.901248,6884.575232,5583.481088,137.764,-192.578,37.682,2015-03-31,DEN,498.193984,131.422,45.28697599999998,55.147999999999996
498.193984,183.584,131.422,94.21,0.1339990049600601,279.361984,0.0230073282924144,0.0545479021054776,558.382016,9936.920832,10495.302656,382.640992,5712.628224,6095.269216,4400.03392,288.956992,-143.934,-146.631008,2015-06-30,DEN,460.208992,150.912,-37.98499199999998,19.49000000000001
460.208992,198.276992,150.912,115.755,0.2824549973011017,272.318016,0.0267502696146,0.069662700179189,465.616992,6889.53504,7355.151872,396.128,4822.69184,5218.81984,2136.332032,272.676,-91.028,-173.848992,2015-09-30,DEN,344.040992,43.886,-116.168,-107.02600000000001
344.040992,77.99899199999999,43.886,-1.812,-0.0507239997386932,156.242,0.0216042960133596,0.0578371067744099,343.168992,5542.364032,5885.533184,373.015008,4263.606016,4636.621024,1248.912128,164.907008,-122.645,-51.662,2015-12-31,DEN,266.302,27.995,-77.738992,-15.891000000000002
266.302,65.79,27.995,-14.951,-0.0303189996629953,105.361,0.0131143631332244,0.035431908728091,272.975008,5265.571872,5538.5472,324.401984,4132.867072,4457.269056,1081.277952,2.029,-66.954,70.365,2016-03-31,DEN,305.316,112.887,39.01399999999995,84.892
305.316,118.180992,112.887,43.999,0.0597699992358684,179.428,0.0121833730498925,0.0358311072476824,212.819008,4777.154176,4989.972992,436.913984,3687.755008,4124.668992,865.304064,60.915,-60.566,-6.056,2016-06-30,DEN,238.888,16.997,-66.42799999999997,-95.89
238.888,56.09200000000002,16.997,57.059,-0.0563389994204044,72.009,-0.0043435027693305,-0.0177193876617505,162.716992,4654.083856,4816.800768,405.244992,3564.211968,3969.45696,847.343872,96.415,-6.487,-89.2,2016-09-30,DEN,234.242,7.818,-4.646000000000015,-9.179
234.242,53.464000000000006,7.818,-10.89,-0.0018779999809339,63.917,0.0025469707698188,0.0150681884236688,181.126,4093.452016,4274.57792,433.496,3372.634112,3806.130112,468.448,59.864,-71.41,9.879,2016-12-31,DEN,244.626,14.252,10.384000000000015,6.434000000000001
244.626,56.55800000000001,14.252,-9.038,0.1314260065555572,65.447,0.0109821616133688,0.068661001023209,188.268992,4120.389968,4308.6592,356.279008,3458.620928,3814.899936,493.758976,24.262,-67.413,43.476,2017-03-31,DEN,245.668,22.84936,1.0420000000000016,8.59736
245.668,62.51,22.84936,2.53736,0.0022350000217556,74.00136,0.0102580719900202,0.0700128739700522,186.228992,4239.112,4425.340928,329.340992,3581.80096,3911.141952,514.198912,52.946,-152.882,102.368,2017-06-30,DEN,265.708992,41.979,20.040992000000017,19.12964
265.708992,74.26099199999999,41.979,18.372,0.0343060009181499,94.08,0.0146032160044516,0.0990573888910831,187.592,4253.336888,4440.928768,354.548,3568.933888,3923.481888,517.44704,65.651,-73.516,3.756,2017-09-30,DEN,312.049984,99.592,46.34099199999997,57.613
312.049984,128.905984,99.592,74.473,0.1248940005898475,152.856992,0.0126802606647043,0.0993182181358068,202.255008,4269.04392,4471.299072,458.056992,3365.076992,3823.133984,648.164864,124.284,-63.003,-60.987,2017-12-31,DEN,314.216,85.047,2.1660160000000133,-14.545000000000002
314.216,115.628,85.047,71.141,0.1203479990363121,137.498,0.0262836271660384,0.1952538595071191,214.854,4271.928112,4486.781952,469.769984,3326.793984,3796.563968,690.218112,91.627,-51.376,-40.578,2018-03-31,DEN,327.510016,95.466912,13.294016,10.419911999999997
327.510016,126.44801599999998,95.466912,81.061912,0.1372700035572052,148.410912,0.0392188716843288,0.251016901999583,224.236992,4309.997944,4534.235136,523.819008,3124.771072,3648.59008,885.644928,153.999008,-94.252,-69.908,2018-06-30,DEN,326.431008,87.074,-1.0790079999999875,-8.392911999999995
326.431008,124.536,87.074,74.498,0.1189080029726028,138.39,0.0477192124001107,0.2927984688732474,288.184992,4355.831984,4644.017152,526.435008,3154.397952,3680.83296,963.183872,147.904,-82.6,0.679,2018-09-30,DEN,310.847008,79.244,-15.584000000000003,-7.829999999999998
310.847008,98.737008,79.244,41.493,0.0556700006127357,138.982,0.0441308518536729,0.2266900840393823,296.294016,4426.92792,4723.222016,364.792992,3216.652032,3581.445024,1141.776896,136.155008,-116.544,-47.645,2018-12-31,DEN,311.568,75.906,0.720991999999967,-3.337999999999994
311.568,104.507008,75.906,58.205,0.097021996974945,135.618,0.0408798717211271,0.2073419657656184,206.046,4485.116104,4691.162112,350.582016,3221.260032,3571.842048,1119.319936,64.366,-91.801,-5.207,2019-03-31,DEN,339.448992,107.248,27.880991999999992,31.342
339.448992,137.154992,107.248,86.813,0.1097410023212432,167.924,0.0380500347009992,0.1635108409535221,203.943008,4528.090912,4732.034048,353.796992,3107.56096,3461.357952,1270.676096,148.634,-67.338,-81.064,2019-06-30,DEN,315.692992,80.874,-23.755999999999972,-26.37400000000001
315.692992,119.889984,80.874,63.693,0.0785380005836486,137.124992,0.034162432689768,0.1390242474324106,222.784992,4530.92512,4753.71008,325.472992,3082.11712,3407.590112,1346.119936,130.578,-55.439,-64.631,2019-09-30,DEN,317.256,88.551,1.563007999999968,7.677000000000007
317.256,114.70399999999998,88.551,67.317,0.0901539996266365,154.715008,0.0384887325175272,0.1418832203384224,180.611008,4511.255848,4691.867136,364.241984,2915.365888,3279.607872,1412.259072,150.564992,-55.114,-95.453,2019-12-31,DEN,266.011008,17.83,-51.24499199999997,-70.721
266.011008,39.44100799999998,17.83,-3.782,-0.0626839995384216,114.692,0.0223535063012058,0.0796731709964807,256.92,4350.171048,4607.0912,258.723008,2858.923008,3117.646016,1489.444864,61.842,-16.288,-39.025,2020-03-31,DEN,163.01,-18.362,-103.00100800000001,-36.19199999999999
