Revenue,Gross Profit,Operating Income,Pretax Income,Diluted EPS,EBITDA,ROA,ROE,Total Current Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Total Noncurrent Liabilities,Total Liabilities,Total Equity,Cash from Operations,Cash from Investing Activities,Cash from Financing Activities,Date,Company,Revenue target,Operating Income target
10920.999936,837.9996160000004,570.61536,1045.61536,0.5721889734268188,2841.61536,0.056264813988319465,0.12691705109701984,15068.000256,101471.002112,116538.998784,11537.000448,52728.999936,64266.000384,52272.99904,2811.000064,-3571.000064,542,2014-12-31,COP,7731.999744,-203
7731.999744,293.99961600000046,-203,-275,-0.19096699357032776,1928,0.035976043068693064,0.08124644344972932,10840.000512,99202.002688,110041.997312,9562.999808,51470.999552,61033.99936,49007.998208,2068,-3313.999872,-1019,2015-03-31,COP,8248.999936,265.84616
8248.999936,713.9998720000004,265.84616,217.84616,0.04064900055527687,2594.846208,0.018972314345186234,0.04265069551086478,11943.999488,100058.99776,112002.998272,8734.000128,54300.000256,63034.000384,48969.001792,1974,-2465.999872,1555.000064,2015-06-30,COP,7173.000192,-645
7173.000192,-321.99987200000004,-645,-725,-0.360509991645813,1626,0.0008180142275428633,0.001849544000184782,9664,96284.995584,105949.003776,8287.000064,53106.999296,61393.99936,44554.999872,1934,-2248.999936,-990,2015-09-30,COP,6178.999808,-1248.999936
6178.999808,-656.0000000000003,-1248.999936,-1538,-0.6467270255088806,1132.999936,-0.013891030365935598,-0.032430487032190584,8789.000192,88695.000576,97483.997184,9255.999488,48146.00192,57402.001408,40081.997824,1596,-626,-975,2015-12-31,COP,5123.999744,-1334
5123.999744,-881.000448,-1334,-1772.999936,-0.9071099758148193,913,-0.021978215780369032,-0.05257177429962011,10933.999616,88899.998976,99834.003456,8824.999936,51602.00192,60427.001856,39407.001472,421,-2064.999936,4136.999936,2016-03-31,COP,5511.000064,-1110
5511.000064,-592.0000000000003,-1110,-1335.000064,-0.7317479848861694,1219.000064,-0.03148076506925876,-0.07601542735969381,9258.999808,86795.001856,96054.001664,7347.999744,50874.998784,58222.998528,37831.001536,1259.000064,-2122,-1120,2016-06-30,COP,6403.999744,-783
6403.999744,-534.0001279999998,-783,-1152.999936,-0.6588550209999084,1642,-0.036467982465381514,-0.09084465718765573,9640.999936,84642.99904,94283.997184,7536.999936,50290.999296,57827.999232,36456.000384,1280,275,-347,2016-09-30,COP,6654.000128,-612
6654.000128,262.0001280000005,-612,-497,-0.4132069945335388,1448.999936,-0.036474666225515893,-0.09138969128666238,8609.000448,81163.001344,89771.999232,6909.000192,47637.000192,54546.000384,35226.002176,1443.000064,53,-1906,2016-12-31,COP,7466.999808,295
7466.999808,811.9997439999996,295,37,-0.16118699312210083,2273.999872,-0.023768514529679843,-0.05996471727747344,10727.999488,77245.00224,87973.003264,7526.000128,44845.99808,52371.998208,35600.999936,1790,-974,-1344,2017-03-31,COP,6728.999936,546
6728.999936,689.9998719999999,546,308,0.13340499997138977,2171.000064,-0.013282928704756343,-0.034085212625371494,19879.000064,58125.000704,78004.002816,9925.999616,37579.001856,47505.001472,30499.001152,1751.000064,7197.000192,-4599.000064,2017-06-30,COP,6671.000064,542
6671.000064,759.0000639999995,542,508,0.15786999464035034,2150.000128,-0.0016914481664149262,-0.004291285427489358,16954.000384,57907.001088,74861.002752,7130.999808,37018.001408,44149.001216,30711.999744,1055,2008,-3827.000064,2017-09-30,COP,8239.000064,488.076928
8239.000064,1553.9998719999999,488.076928,1148.076928,0.46546700596809387,2121.076864,0.00918753924410678,0.022854179367580524,16512,56849.999488,73361.997824,9397.000192,33163.999232,42560.999424,30801.000576,2480.999936,-469,-2585.999872,2017-12-31,COP,8755.00032,1971.000064
8755.00032,2302.000128,1971.000064,1946,0.9410480260848999,3383.000064,0.025296407383828334,0.06091958638117799,13187.00032,57539.99872,70727.000064,7109.000192,32899.999744,40008.999936,30718.00192,2399.000064,-78,-3776,2018-03-31,COP,8504,1976
8504,2415.9999999999995,1976,2278.000128,1.1453269720077515,3414.000128,0.04346359033523811,0.10413742603704672,11608.000512,57328.001024,68935.999488,6638.000128,31075.999744,37713.999872,31221.998848,3342.000128,-1948.999936,-3003.000064,2018-06-30,COP,9448.999936,2263.000064
9448.999936,2745.999872,2263.000064,2652,1.3759629726409912,3756.999936,0.06332987115332972,0.14746581397719175,14723.00032,55832.99968,70556.000256,7400.999936,31075.999744,38476.99968,32079.000128,3409.999872,-1638,-1263.000064,2018-09-30,COP,9665.999872,2047.000064
9665.999872,2425.999872,2047.000064,1551.36704,1.1312220096588135,3659.000064,0.07433746535707741,0.17036549674403664,13274.000384,56705.99936,69979.99616,7394.999808,30520.999936,37915.999744,32064.00032,3783.000064,-178,-1316.999936,2018-12-31,COP,9150.000128,1800.999936
9150.000128,2383.0000639999994,1800.999936,2015.000064,0.990822970867157,3422.000128,0.07600028187449781,0.17047771191981956,13683.00032,57815.0016,71497.998336,7369.999872,31146.999808,38516.99968,32981.001856,2894.000128,-1476.999936,-1172.999936,2019-03-31,COP,7952.999936,1906
7952.999936,2176.9999360000006,1906,1951.000064,1.0136990547180176,3487.000064,0.07413239745523695,0.1623471547849655,15800.000512,55461.001728,71261.003776,8995.999744,29191.000064,38186.999808,33074,2891.000064,-1460.999936,-1654,2019-06-30,COP,7756.000256,1528.999936
7756.000256,1912.0005120000008,1528.999936,1664.999936,0.8509359955787659,3193.999872,0.06443859184100162,0.13531566972464631,15217.000448,55123.001472,70340.001792,5942.000128,29159.000064,35101.000192,35238.998336,2336.999936,150,-1132,2019-09-30,COP,7708.000256,1708
7708.000256,1888.0000000000002,1708,1599.000064,0.7509289979934692,3272,0.05745441248721731,0.12062163316211326,16913.000448,53601.000192,70513.999872,7042.999808,28420.999168,35463.998976,35050.00224,2982.000128,-3830.000128,-1270,2019-12-31,COP,6158.000128,694
6158.000128,663.0000640000001,694,832,0.4481079876422882,2104.999936,0.04999597355610755,0.10636706123391725,13144.000512,51889.000832,65032.998912,6074.999808,27570.999296,33645.999104,31387.001344,2104.999936,-1932,-1230,2020-03-31,COP,2748.999936,-1188
2748.999936,-727.0000640000001,-1188,-1324,-0.9236909747123718,-30,0.01900124279516713,0.039584916663818207,11052.99968,51992.997632,63046.00064,4104.999936,27448.000512,31553.000448,31493.000192,157,-530,-649,2020-06-30,COP,4385.999872,-289
4385.999872,-6.000128000000213,-289,-399,-0.30588001012802124,1122,-6.067528112154744e-05,-0.00012285895635715004,11059.00032,52097.998464,63156.998144,4640,27733.999616,32373.999616,30783.000576,868,-1116,-177,2020-09-30,COP,5490.999808,-68
5490.999808,156.99967999999993,-68,-219,-0.18666300177574158,1472.999936,-0.015623591473137962,-0.03208390967881483,12065.999872,50551.999488,62618.001408,5366.000128,27402.999808,32768.999936,29849.001984,1672,-543,-652,2020-12-31,COP,9825.999872,1632.999936
9825.999872,1704.0000000000007,1632.999936,1630,0.6867690086364746,3519.000064,-0.00834877507703857,-0.016673559822747413,14613.999616,69078.999424,83693.002752,7184,33354.000384,40538.000384,43155.001344,2080,-1215.000064,-1015,2021-03-31,COP,9555.999744,2860.999936
25.449,10.628,5.789,2.166,0.8422400057315826,15.79,0.03234160709226949,0.15258962968786854,66.153,195.601,261.754,25.069,144.264992,169.333992,92.42,13.457,-15.114,38.703,2011-03-31,CPE,36.834,14.201
36.834,18.583,14.201,11.869,4.388729929924011,27.403,0.09140877467281984,0.3451808066708973,74.356,214.438,288.793984,27.207,143.587008,170.794008,118,17.501,-19.965,0,2011-06-30,CPE,33.55,10.524
33.55,14.557,10.524,7.99,2.066670060157776,23.822,0.11394690638929098,0.3888842647641697,74.102,228.715992,302.817984,25.707,141.614,167.321,135.497008,26.971,-30.755,0,2011-09-30,CPE,31.811,9.108
31.811,14.828,9.108,6.965,18.31033945083618,22.36,0.34594009049233504,0.9373868357510183,63.076,306.631,369.707008,27.317,141.188,168.505,201.202,21.238,-25.677,0,2011-12-31,CPE,29.294,2.716
29.294,8.321000000000002,2.716,0.444,0.08870000019669533,15.202,0.30984262440506405,0.66692283685269,29.456,335.523008,364.979008,26.4,139.828,166.228,198.751016,10.35,-44.217,-0.002,2012-03-31,CPE,25.36,2.759
25.36,7.695,2.759,0.532,0.11152000166475773,14.949,0.2405902911412913,0.49372859154669735,23.543,355.069,378.612,33.994,137.396,171.39,207.222,17.091,-26.679,-0.225,2012-06-30,CPE,27.402,2.563
27.402,9.577999999999998,2.563,0.191,-0.03753999946638942,14.892,0.203119492650453,0.4220252387419071,21.5,384.098992,405.599008,33.552,166.584992,200.136992,205.461984,13.944,-42.556,29.984,2012-09-30,CPE,28.711,3.863
28.711,8.917999999999997,3.863,1.705,0.1259899977594614,17.901,0.0040921003369524525,0.007516215761505434,19.923,358.249992,378.172992,38.477,133.725,172.202,205.970984,9.905,19.749,-30,2012-12-31,CPE,23.163,1.52
23.163,5.2589999999999995,1.52,0.05,-0.031159999780356884,12.913,0.0025379093126023777,0.004759634929432152,18.559,375.906016,394.464992,37.796,150.472992,188.268992,206.196008,12.875,-29.635,17,2013-03-31,CPE,23.453,1.65
23.453,6.195,1.65,0.157,-0.20757000893354416,12.662,0.0006144069028802166,-0.0021153291169502156,31.785,409.418016,441.203008,46.966,117.702,164.668,276.534984,7.362,-37.745,42.41,2013-06-30,CPE,30.163,5.711
30.163,11.537,5.711,4.573,0.2708300016820431,17.974,0.007752565747273893,0.003622458670234641,26.002,441.438992,467.440992,56.525,134.304,190.829,276.612008,14.977,-42.485,14.971,2013-09-30,CPE,27.161,4.861
27.161,11.514,4.861,3.353,-0.012199999764561653,15.586,0.011935780900971287,0.0007879542130050228,29.564,394.389008,423.952992,62.793,82.066,144.859,279.093984,19.115,30.061,-47.033,2013-12-31,CPE,32.41,5.883
32.41,15.497,5.883,5.83,0.2546600066125393,16.481,0.01790630631139541,0.006429171344448695,32.655,456.590984,489.246016,78.421,130.245,208.666,280.58,19.967,-63.534,42.297,2014-03-31,CPE,38.856,10.564
38.856,20.073000000000004,10.564,8.832,0.675790011882782,22.942,0.025905264873826616,0.02399691537874431,35.767,504.151008,539.918016,75.863,181.466,257.329,282.588984,15.63,-61.418,45.218,2014-06-30,CPE,39.195,11.2
39.195,14.361,11.2,9.056,0.7847700268030167,27.717,0.028582753531048985,0.027130277421035142,44.539,547.686984,592.225984,61.762,114.713,176.475,415.750992,22.1,-72.479,56.4,2014-09-30,CPE,45.487,14.297
45.487,17.122,14.297,9.844,0.9185799956321716,32.818,0.03034089261949355,0.04192913325948495,60.457,802.889024,863.345984,98.812,330.799008,429.611008,433.734992,36.69,-255.07,212.155008,2014-12-31,CPE,40.734,5.877
40.734,13.197,5.877,1.063,-0.2699900045990944,24.423,0.018794016448466917,0.01746618768273662,54.223,863.813968,918.036992,89.804,340.681984,430.485984,487.551,6.124,-70.508,65.56,2015-03-31,CPE,44.207,11.426
44.207,16.959,11.426,6.361,0.2234799973666668,29.437,0.016539924800399487,0.014499475008005684,44.941,900.051016,944.992,83.262,381.553984,464.815984,480.175992,7.424,-60.013,36.039,2015-06-30,CPE,44.105,13.277
44.105,17.482,13.277,7.766,0.4314599931240082,29.303,0.01623830658529031,0.012590705275227083,59.48,805.244032,864.723968,91.08,406.563008,497.643008,367.081,41.981,-47.679,22.026,2015-09-30,CPE,43.481,11.971
43.481,18.151,11.971,6.448,0.3258199989795685,29.279,0.013097994127592898,0.009156148347273178,62.252,726.342016,788.593984,87.877,337.959008,425.836008,362.758024,31.323,-80.96,48.939,2015-12-31,CPE,38.414,7.994
38.414,13.335000000000003,7.994,2.536,-1.7367400228977203,24.123,0.0008652252923894511,-0.018653832682106977,59.66,729.603968,789.264,73.734,299.984,373.718,415.545992,16.12,-60.958,53.125,2016-03-31,CPE,49.162,16.409
49.162,22.708,16.409,12.325,-1.567779928445816,33.107,-0.019167570670190596,-0.05504064414502799,51.97,1043.620032,1095.590016,94.81,342.463008,437.273008,658.317,21.376,-274.715008,244.035008,2016-06-30,CPE,60.018,21.198
60.018,29.089,21.198,20.489,0.7970499992370605,38.931,-0.009829881449831466,-0.029186222078109166,387.271008,1140.333008,1527.603968,124.602,302.283008,426.885008,1100.718952,12.393,-66.159,379.444,2016-09-30,CPE,71.16,24.51
71.16,31.072,24.51,23.479,0.8032099902629852,47.022,0.004021096844335652,-0.0011833776293470016,725.126016,1542.461008,2267.587072,131.55,402.635008,534.185008,1733.402024,70.885,-464.455008,720.678016,2016-12-31,CPE,78.872,30.208
78.872,35.414,30.208,30.251,0.9908899664878845,55.14,0.021915821892459438,0.02629356196801465,115.996,2219.582928,2335.57888,155.408992,400.136992,555.545984,1780.033064,52.684,-668.500992,-1.903,2017-03-31,CPE,82.016,25.849
82.016,38.63,25.849,25.324,0.7408399879932404,52.614,0.0367161472698219,0.05172083005417236,228.57,2353.09408,2581.664,161.874,603.892992,765.766992,1815.896968,43.128,-137.94,198.688,2017-06-30,CPE,83.4,30.417
83.4,37.676,30.417,30.471,0.8790799975395203,59.549,0.035842471574095564,0.04801693956462405,149.498,2464.584936,2614.083072,178.092,603.126016,781.218016,1832.864968,53.893,-129.143,-2.29,2017-09-30,CPE,113.713,49.414
113.713,57.587,49.414,-3.077,1.42317995429039,86.636,0.022028254968792654,0.02749828296615537,144.86,2548.435904,2693.296128,205.772992,631.556992,837.329984,1855.96596,80.186,-136.948,23.148,2017-12-31,CPE,118.981,53.075
118.981,61.844,53.075,52.826,1.9549199938774109,89.141,0.04215654897094255,0.057373608801337364,147.172,2688.347008,2835.518976,238.535008,685.84,924.375008,1911.14404,92.215,-149.352992,47.616,2018-03-31,CPE,129.095,61.187
129.095,69.476,61.187,61.296,2.186789959669113,100.574,0.046094442298728236,0.06879757638139188,640.368,2866.95812,3507.325952,245.344992,1012.372992,1257.717984,2249.608128,107.764,-218.932,601.841024,2018-06-30,CPE,151.975008,65.007
151.975008,74.728008,65.007,65.953,2.1421299874782562,113.984,0.05419680621852847,0.08253223619412149,188.975008,3519.760888,3708.736,333.132,1087.296,1420.428,2288.30804,116.036,-674.724992,61.672,2018-09-30,CPE,160.300992,58.072
160.300992,66.585992,58.072,268.686016,11.108709573745728,118.373,0.10075402658491203,0.16028561640316166,222.624992,3756.54804,3979.17312,314.916,1219.04896,1533.96496,2445.20796,151.639008,-281.047008,133.33,2018-12-31,CPE,153.047008,43.049
153.047008,57.983008,43.049,42.278,1.3846200704574585,113.286,0.11135653981406807,0.18091665261700146,170.998,3937.835888,4108.834048,323.936992,1356.451968,1680.38896,2428.445,74.559,-207.279008,127.151,2019-03-31,CPE,165.895008,57.373
165.895008,68.851008,57.373,56.699,1.7752400040626526,131.338,0.10289537620050931,0.16709925206830542,138.096,3777.40108,3915.49696,291.932992,1139.692032,1431.625024,2483.87188,150.487008,82.775,-227.692,2019-06-30,CPE,156.388992,59.485
156.388992,68.724992,59.485,58.868,1.5000499784946442,124.556,0.09687722427630664,0.15618742048008874,165.372992,3851.550072,4016.92288,301.011008,1247.260032,1548.27104,2468.652016,113.692,-139.756992,21.322,2019-09-30,CPE,192.742,83.321
192.742,97.218,83.321,82.83,2.2505000233650208,158.058,0.03099578081537362,0.05881384671037276,268.673984,6926.164032,7194.838016,652.246976,3319.282944,3971.52992,3223.308056,137.578,-124.128,-11.418,2019-12-31,CPE,289.919008,63.69
289.919008,86.393008,63.69,69.6,1.2570500373840332,212.43,0.033393669223555675,0.0625515635304997,356.751008,7023.210024,7379.960832,583.768,3353.289984,3937.057984,3442.90288,191.695008,-254.366,64.13,2020-03-31,CPE,157.234,-77.091
157.234,-42.894991999999995,-77.091,-17.721958,-0.13691999949514866,78.226,0.029447130459770966,0.06345935379291276,163.73,5646.402792,5810.132992,477.687008,3451.062016,3928.749024,1881.383936,97.801,-199.29,94.189,2020-06-30,CPE,290.025984,57.714
290.025984,92.562976,57.714,28.535,0.5723040103912354,181.262,0.02749682377908337,0.0683963634297183,159.906,4777.435088,4937.340928,417.4,3315.836928,3733.236928,1204.103936,135.700992,3.989,-136.69,2020-09-30,CPE,295.968,74.558
295.968,107.95,74.558,37.002,0.9066519737243652,178.232,0.017280155409106504,0.05172240611424883,178.368992,4184.499016,4362.868224,497.108,3154.757888,3651.865888,711.001856,134.578,-80.216,-44.626,2020-12-31,CPE,359.880992,153.376
359.880992,189.084992,153.376,70.915,1.5614299774169922,224.363008,0.02027273033778157,0.05708253087429531,236.355008,4240.510952,4476.866048,672.049024,3036.79488,3708.843904,768.02176,137.664992,-98.514,-35.037,2021-03-31,CPE,440.399008,206.071008
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-03-31,CRC,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-30,CRC,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-30,CRC,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-31,CRC,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-03-31,CRC,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-06-30,CRC,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-09-30,CRC,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-12-31,CRC,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-03-31,CRC,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-06-30,CRC,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-09-30,CRC,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013-12-31,CRC,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014-03-31,CRC,0,0
0,0,0,0,0,0,0,0,278,14467.999872,14746.000384,679,3792.999936,4471.999936,10273.999872,0,0,0,2014-06-30,CRC,1092,319
1092,470,319,319,0.49000000953674316,623,0,0,897,14760.000192,15656.999936,6851.999744,3936,10787.999744,4869.000192,0,0,0,2014-09-30,CRC,820,172
820,211.00000000000003,172,2,0.5226500034332275,484,0,0,701,11796.000192,12497.000448,906,8979.999744,9885.999744,2611.000064,480,-674,-5896.999936,2014-12-31,CRC,577,-90
577,27.00000000000003,-90,-172,-0.2668150067329407,163,0,0,654,11610.000128,12263.999488,735,9013.000192,9748.000192,2516,115,-313,212,2015-03-31,CRC,634,-20
634,88,-20,-86,-0.13414199650287628,231,0.017511074336954962,0.036954985609678324,656,11460.999872,12117.000192,685,8977.000448,9662.000448,2454.999808,117,-127,19,2015-06-30,CRC,626,-7
626,84.99999999999996,-7,-142,-0.2511090040206909,246,-0.003554588337141361,-0.013565890992127894,602,11310.999936,11912.999936,748,8810.000384,9558.000384,2355.000064,180,-102,-111,2015-09-30,CRC,566,68
566,68,68,-127,-0.13649700582027435,315,-0.03043043746928491,0,497,6556,7053.000192,605,7363.999744,7968.999744,-915.999744,-9,-215,232,2015-12-31,CRC,322,-33
322,-48.00000000000001,-33,-115,-0.2597689926624298,114,-0.031606487379102356,0,431,6231.000128,6662.000128,638,6976,7614,-952,115,-29,-88,2016-03-31,CRC,454,46
454,86.00000000000001,46,-72,-1.8057390451431274,184,-0.03449063370882569,0,386,6089.999936,6476.000256,592,6928.999936,7520.999936,-1044.99968,-71,11,52,2016-06-30,CRC,481,12
481,95.99999999999996,12,-83,-2.044334888458252,149,-0.0337015270775175,0,356,5975.999936,6332.000256,658,6167.000064,6825.000064,-493.000192,101,-13,-80,2016-09-30,CRC,452,-28
452,71.99999999999999,-28,-74,-1.758741021156311,109,-0.049078839177963324,0,425,5929.000192,6353.999872,726,6184.999936,6910.999936,-556.99968,-15,-30,47,2016-12-31,CRC,590,121.153848
590,206,121.153848,-82.230768,-1.0401890277862549,261.15384,-0.04217381087715176,0,409,5827.999936,6237.000192,688,5996.000256,6684.000256,-447.000064,133,0,-95,2017-03-31,CRC,481,6
481,95.99999999999996,6,-82,-1.9575469493865967,144,-0.04481393462104643,0,387,5766.999872,6153.999872,607,6038.000128,6645.000128,-490.999808,-13,-74,46,2017-06-30,CRC,518,29.538462
518,123,29.538462,-57.46154,-1.4051519632339478,163.538464,-0.0415501387697927,0,452,5731.000256,6183.000064,746,6010.999808,6756.999808,-574.00032,105,-100,14,2017-09-30,CRC,574,89
574,181.99999999999997,89,-11,-0.33606600761413574,221,-0.028978584655252725,0,483,5724,6207.000064,732,6194.999808,6926.999808,-720.000128,23,-139,108,2017-12-31,CRC,609,111.797472
609,240,111.797472,21.658228,0.17624400556087494,230.797472,-0.021335807050092765,0,949,5749.999872,6698.999808,806,5823.000064,6629.000064,69.99968,200,-138,412,2018-03-31,CRC,648,112.531648
648,255,112.531648,13.531646,-0.12448100000619888,237.531648,-0.009317244448403292,0,559,6381.000128,6940.000256,893,5957.000192,6850.000192,89.999808,34,-669,183,2018-06-30,CRC,803,160
803,394,160,58,0.6479020118713379,288,0.003645477311968516,0,546,6437.999872,6984,871,5973.000192,6844.000192,139.999808,159,-158,-12,2018-09-30,CRC,768,156
768,376,156,72,0.5256379842758179,286,0.008978675516355727,0,640,6518.000064,7158.000128,607,6041.999872,6648.999872,509.000064,68,-191,109,2018-12-31,CRC,793,165.063296
793,401,165.063296,58.063292,0.632319986820221,295.063296,0.012061167404114777,0,577,6652.999872,7230.000128,689,6064,6753,477.000128,158,-182,50,2019-03-31,CRC,646,117
646,259,117,16,-0.26813000440597534,252,0.011022043886226508,0,522,6509.999808,7032,610,5923.999744,6533.999744,498,114,12,-142,2019-06-30,CRC,684,151
684,303,151,51,0.34213799238204956,283,0.008845138861421404,0,510,6524.999808,7034.999808,721,5733.000192,6454.000192,580.999744,268,-121,-152,2019-09-30,CRC,681,241.354432
681,318,241.354432,97.354432,0.7331979870796204,367.354432,0.009917823566239527,0,491,6467,6958.000128,709,5743.000064,6452.000064,506.00032,136,-103,-38,2019-12-31,CRC,573,149.848096
573,221,149.848096,48.8481,-0.16227200627326965,268.848096,0.005408062816743357,0,356,4618,4974.000128,543,5710.000128,6253.000128,-1279.000064,228,-12,-156,2020-03-31,CRC,276,-112
276,22.999999999999986,-112,-244,-5.477980136871338,-24,-0.03764587901844779,0,403,4527.000128,4929.999872,5759.000064,719,6478.000064,-1547.999744,-135,-15,199,2020-06-30,CRC,411,4
411,139.00000000000003,4,-62,-1.4949489831924438,93,-0.05334454715685419,0,420,4436,4856,1194,5242.999808,6436.999808,-1580.99968,48,-1,-51,2020-09-30,CRC,428,27.86076
428,174,27.86076,12.860759,0.16096599400043488,95.86076,-0.05901116427432217,0,329,2745.000064,3073.999872,473,1419.000064,1892.000064,1181.999936,-35,-9,-50,2020-12-31,CRC,363,-66.202532
363,107,-66.202532,93.797472,1.0498319864273071,-14.202532,-0.061216579858263155,0,461,2719,3180,622,1476.999936,2098.999936,1081.000064,147,-20,-25,2021-03-31,CRC,304,-86.202528
88.038,9.811000000000005,-8.154,-17.028,-1.168299987912178,52.171,-0.015666675671166422,-0.028682789441273292,140.934,1922.299048,2063.233024,161.578,822.246976,983.824976,1079.408,50.927,-124.399,75.936,2011-03-31,CRK,112.451,8.352
112.451,17.350999999999996,8.352,-1.975,-0.19976500421762466,83.041,-0.013736669941411124,-0.025974774329953886,130.485,2037.96404,2168.449024,172.024,919.139968,1091.163968,1077.284992,66.975,-162.49,94.875,2011-06-30,CRK,119.422,12.06
119.422,21.134999999999998,12.06,2.259,-0.03346000099554658,89.578,-0.011307742141409213,-0.021912627746035317,89.728,2106.416984,2196.144896,153.352,979.660032,1133.012032,1063.132992,99.647,-153.659008,55,2011-09-30,CRK,114.456,7.3
114.456,16.581000000000007,7.3,-4.496,-0.3840399906039238,85.544,-0.004185380024296129,-0.009149322272424265,113.09,2526.793992,2639.884032,187.207008,1415.052032,1602.25904,1037.624992,67.355,-511.537984,448.099008,2011-12-31,CRK,102.418,-9.464
102.418,0.6869999999999985,-9.464,-21.528,-1.4723800122737885,67.847,-0.007976447128619129,-0.01807453587192266,176.799008,2533.872936,2710.671872,250.06,1433.25504,1683.31504,1027.357024,133.18,-146.423008,8.533,2012-03-31,CRK,93.048,-23.857
93.048,-14.787000000000003,-23.857,-36.925,-1.7413699626922607,61.818,-0.013739623900695922,-0.03132247219652028,86.062,2575.249944,2661.312,176.726,1443.293056,1620.019056,1041.292992,10.821,-18.137,9.174,2012-06-30,CRK,100.434,-22.744
100.434,-13.194999999999993,-22.744,-38.118,-3.7866950035095215,68.792,-0.030333948360769216,-0.070978194045679,88.029,2569.809936,2657.839104,200.086,1446.43904,1646.52504,1011.313984,81.697,-99.559,14.823,2012-09-30,CRK,98.68,-77.7
98.68,-11.223,-77.7,-99.264,-7.116184830665588,11.636,-0.05124438060063466,-0.1354390989851591,79.9,2489.996992,2569.89696,143.419008,1492.944,1636.363008,933.534016,36.531,-119.601,84.972,2012-12-31,CRK,97.34,-18.536
97.34,-7.155999999999999,-18.536,-35.869,-2.561365067958832,66.431,-0.053645191064733234,-0.1482965038616926,673.724992,1948.782,2622.507008,225.851008,1494.774016,1720.625024,901.881984,97.352,-101.66,6.681,2013-03-31,CRK,110.701,-14.552
110.701,4.257999999999994,-14.552,-36.477,-2.5076448917388916,70.692,-0.05946712163308515,-0.14146595176991894,334.505984,1927.716024,2262.22208,122.126,1111.714944,1233.840944,1028.380992,10.66,704.889984,-458.656992,2013-06-30,CRK,108.03,-10.481
108.03,0.6669999999999968,-10.481,-30.588,-2.18127503991127,75.281,-0.05323162202089558,-0.1311221620036891,325.18,1952.209056,2277.389056,378.617984,906.531968,1285.149952,992.239008,97.55,-117.704,-15.23,2013-09-30,CRK,106.512,-23.785
106.512,3.0670000000000055,-23.785,-39.484,-2.805339992046356,57.376,-0.041055018423207815,-0.1039364294074578,57.134,2082.263976,2139.398016,194.995008,992.398016,1187.393024,952.004992,55.717,-172.168992,-108.934,2013-12-31,CRK,140.563008,18.882
140.563008,27.25100800000001,18.882,5.453,0.3502750024199486,107.756,-0.027021580096872732,-0.07141038850839444,79.338,2181.600072,2260.937984,168.536,1146.396032,1314.932032,946.006016,95.741,-237.46,140.523008,2014-03-31,CRK,151.672992,23.679
151.672992,33.54899199999999,23.679,8.951,0.6010299921035767,118.218,-0.01615905853499951,-0.03736497918102062,90.197,2210.062112,2300.259072,179.667008,1175.858048,1355.525056,944.733984,109.554,-124.891,17.379,2014-06-30,CRK,144.615008,-0.09
144.615008,19.286007999999995,-0.09,9.287,0.6097399815917015,99.887,-0.004800140710557007,-0.01142905934198434,86.157,2236.193896,2322.351104,184.912992,1197.811968,1382.72496,939.626016,123.688,-140.011008,18.943,2014-09-30,CRK,127.463,1.253
127.463,8.976000000000004,1.253,-13.805,-0.9896399825811386,96.138,-0.005848244121151413,-0.014165025467215032,61.217,2213.120088,2274.337024,162.171008,1241.894016,1404.065024,870.272,72.001,-132.425,56.062,2014-12-31,CRK,66.522,-94.725
66.522,-46.33,-94.725,-115.192,-8.195649981498718,-2.836,-0.030799250501541097,-0.08403522340223525,265.275008,2214.886128,2480.161024,165.167008,1523.367936,1688.534944,791.626016,60.858,-141.027008,306.993984,2015-03-31,CRK,77.312,-68.371
77.312,-38.15500000000001,-68.371,-101.822,-7.181804776191711,22.202,-0.06430229702808166,-0.18073430163642695,268.630016,1936.627976,2205.257984,110.726,1436.276992,1547.002992,658.255008,-36.62,-56.236,-5.826,2015-06-30,CRK,61.36,-51.26
61.36,-40.67100000000001,-51.26,-82.617,-5.6345051527023315,28.185,-0.1051486131961558,-0.3839471693825248,191.851008,1337.823016,1529.673984,90.977,1323.39904,1414.37604,115.298016,-0.762,67.041,-32.653,2015-09-30,CRK,47.228,-35.577
