Revenue,Gross Profit,Operating Income,Pretax Income,Diluted EPS,EBITDA,ROA,ROE,Total Current Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Total Noncurrent Liabilities,Total Liabilities,Total Equity,Cash from Operations,Cash from Investing Activities,Cash from Financing Activities,Date,Company,Revenue target,Operating Income target
34.739,19.002,13.773,12.961,0.7223309874534607,22.43,0.08347586862141727,0.18453530711056862,47.073,787.343992,834.417024,68.859,39.826,108.685,725.732016,26.767,-5.651,-9.208,2017-12-31,ESTE,40.895,19.91
40.895,24.452,19.91,19.355,0.3857170045375824,29.618,0.10365964272902195,0.2248909954422976,49.626,799.789976,849.416,65.069,44.95,110.019,739.397024,16.766,-33.192,4.529,2018-03-31,ESTE,37.15,14
37.15,19.462,14,13.754,0.37459200620651245,24.812,0.0522650413114469,0.16868617187998244,24.83,840.949992,865.779968,83.08,40.406,123.486,742.293984,36.663,-35.167,-8.358,2018-06-30,ESTE,46.076,23.403
46.076,26.093,23.403,22.875,0.6268740296363831,36.245,0.06751546892003864,0.21940443724481962,35.516,862.884992,898.401024,95.129,59.179,154.308,744.092992,43.126,-46.046,12.153,2018-09-30,ESTE,39.787,9.547
39.787,17.582,9.547,8.25,-0.8157510161399841,23.753,0.005550976923905323,0.01662835973112376,63.556,940.752008,1004.307968,81.865,95.951,177.816,826.492,5.824,-62.35,43.473,2018-12-31,ESTE,40.728,12.732
40.728,18.014,12.732,11.341,0.7820820212364197,26.737,0.029751069940091083,0.09085185425168327,49.883,956.446008,1006.329024,78.694,137.604,216.298,790.030992,7.051,-48.487,41.486,2019-03-31,ESTE,49.136,19.252
49.136,24.171,19.252,17.674,0.20261499285697937,33.449,0.024368370901805794,0.07387567362783103,43.389,973.959016,1017.347968,78.719,127.066,205.785,811.563008,48.233,-31.473,-11.401,2019-06-30,ESTE,39.204,11.584
39.204,15.956,11.584,13.701,-0.04533400014042854,25.663,0.003920168265300361,0.012255908788353165,55.474,1043.177008,1098.651008,115.008,143.912,258.92,839.730976,30.455,-41.102,14.678,2019-09-30,ESTE,68.994,21.593
68.994,29.91,21.593,18.479,0.6851819753646851,48.755,0.05390757924790953,0.16878642749049758,60.268,1065.275024,1125.54304,100.158,189.634,289.792,835.751008,40.509,-79.549,43.046,2019-12-31,ESTE,45.138,0.643
45.138,20.438,0.643,-0.967,-0.7292839884757996,25.299,0.002954605508655182,0.009241582505873794,100.654,1041.867,1142.52096,94.884,172.691008,267.575008,874.945984,48.542,-38.977,-18.286,2020-03-31,ESTE,21.663,-15.036
21.663,-6.8729999999999976,-15.036,13.048,1.0921820402145386,7.866,0.02869883194405337,0.08749306689640977,56.155,1012.818992,1068.974016,39.11,188.428992,227.538992,841.434992,8.542,-28.215,16.382,2020-06-30,ESTE,41.047,-3.074
41.047,2.7219999999999995,-3.074,4.225,0.33534398674964905,25.464,0.03880376781692286,0.11884960426132483,55.613,976.389008,1032.001984,50.117,150.052,200.169,831.83296,47.632,-5.379,-38.752,2020-09-30,ESTE,36.675,-1.804
36.675,6.814000000000001,-1.804,5.896,0.5207170248031616,18.514,0.043401106261652535,0.13393447725791965,34.733,970.523992,1005.257024,55.494,134.227008,189.721008,815.536016,26.786,-15.226,-15.377,2020-12-31,ESTE,75.572,26.619
75.572,40.026,26.619,24.505,0.6758930087089539,51.026,0.07386169357493926,0.22127808910695973,44.478,1184.474968,1228.95296,90.721,256.155008,346.876008,882.076992,38.3,-143.78,105.433,2021-03-31,ESTE,89.671,37.218
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-03-31,FANG,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-30,FANG,10.963589,2.804319
10.963589,3.5594330000000003,2.804319,2.088621,0,6.484438,0,0,32.663904,197.535346,230.199248,32.690918,82.488904,115.179822,115.019424,0.52088,-12.126307,12.285441,2011-09-30,FANG,14.16911,4.732709
14.16911,6.159761,4.732709,4.052149,-0.037539999932050705,9.01405,0.03749309669214872,0.0717603738879305,30.93284,218.551051,249.483888,42.418304,92.218296,134.6366,114.84728,16.343928,-25.824174,13.064552,2011-12-31,FANG,14.986,5.372
14.986,6.556,5.372,6.269,0.30192700028419495,10.129,0,0,27.582052,239.458755,267.0408,53.473248,93.062224,146.535472,120.505336,19.552,-33.523,16.255,2012-03-31,FANG,13.922,2.199
13.922,3.8519999999999994,2.199,1.559,0.3933829963207245,7.67773,0,0,25.263764,257.727548,282.991296,51.806936,107.31064,159.117576,123.873728,2.757321,-25.859142,16.082149,2012-06-30,FANG,15.918,3.19
15.918,4.839999999999999,3.19,3.6,0.19085699319839478,9.50627,0.046755391429234926,0.10496988288812514,26.904,280.863016,307.767008,60.072,123.095,183.167,124.6,11.154679,-27.570858,15.634851,2012-09-30,FANG,25.53492,1.358085
25.53492,7.265032,1.358085,1.334398,-1.5352380275726318,11.329085,-0.08928456666975945,-0.13250488681790817,50.275,556.425984,606.700992,79.232,65.401,144.633,462.068016,17.91,-97.797,104.813,2012-12-31,FANG,27.366,7.119
27.366,9.59,7.119,7.023,0.11862199753522873,17.857,-0.08760628421482337,-0.13627616557476796,34.516,613.946992,648.462976,76.336,104.093,180.429,468.034,16.855,-74.094,36.397,2013-03-31,FANG,44.538,18.527
44.538,21.148,18.527,18.38,0.29705700278282166,33.342,-0.0641936397283082,-0.0923957150482905,116.536,682.102968,798.638976,97.487,73.543,171.03,627.609,32.943,-64.581,108.02,2013-06-30,FANG,54.576,26.208
54.576,28.329,26.208,28.605,0.3523699939250946,43.631,-0.023653526811236128,-0.04427620248919792,91.915,1373.981024,1465.895936,109.451,533.507008,642.958008,822.937992,41.849,-691.497024,620.849984,2013-09-30,FANG,74.304,36.122
74.304,39.945,36.122,31.806,0.3984859883785248,59.743,0.04811975797506781,0.0783215787388625,61.968,1459.646024,1521.613952,121.32,554.753024,676.073024,845.540968,64.13,-109.968,8.293,2013-12-31,FANG,96.948,47.007
96.948,51.778,47.007,40.532,0.45499300956726074,77.98,0.0534409134511248,0.08908386841941505,90.653,1846.243984,1936.897024,155.211008,698.777024,853.988032,1082.908976,71.466,-399.184,337.476992,2014-03-31,FANG,123.384,60.98
123.384,63.506,60.98,55.483,0.6988210082054138,101.001,0.06539446254858355,0.10672696184949791,114.704,1932.689968,2047.394048,168.876992,626.179968,795.05696,1252.337016,88.24,-124.461,47.9,2014-06-30,FANG,137.596,61.993
137.596,68.48,61.993,53.718,0.6151000261306763,107.363,0.05242640191988163,0.0900304166804892,143.260992,2677.294104,2820.555008,196.286,738.422976,934.708976,1885.845952,92.289,-765.436032,676.798016,2014-09-30,FANG,148.22,54.522152
148.22,60.816,54.522152,44.667152,0.4795140027999878,108.163152,0.052678577740517984,0.09196426617463693,251.711008,2843.769976,3095.481088,266.728992,843.539008,1110.268,1985.21304,104.394,-192.916,78.061,2014-12-31,FANG,144.960992,44.997
144.960992,53.23299200000001,44.997,28.163,0.3822300136089325,104.674,0.04869731359673681,0.08068253222954709,215.372,2877.108936,3092.481024,184.03,791.934016,975.964016,2116.517056,99.143,-153.555008,55.872,2015-03-31,FANG,144.364992,49.633
144.364992,57.316992,49.633,39.792,0.4095889925956726,106.729,0.0428021932584004,0.06973090514469717,170.362,3001.095928,3171.458048,142.639008,785.2,927.839008,2243.619056,100.643,-526.409984,438.801984,2015-06-30,FANG,147.45,54.377
147.45,61.994,54.377,44.044,0.4019030034542084,106.752,0.035432751521997596,0.05455133335160332,173.439008,2818.11496,2991.554048,200.172,501.662016,701.834016,2289.720032,139.818,-107.899,-32.77,2015-09-30,FANG,154.826,71.059
154.826,78.822,71.059,30.164,0.12444300204515457,119.608,0.011258937306186585,0.018147865875379202,108.745,2641.974088,2750.718976,141.420992,500.324992,641.745984,2108.972896,76.897,-107.186,6.577,2015-12-31,FANG,92.598,8.33
92.598,21.309000000000005,8.33,-1.12,0.022456999868154526,50.399,0.0101163319832704,0.015298501182905716,291.064,2651.895016,2942.959104,106.7,499.203008,605.903008,2337.055872,72.76,-107.157,250.092,2016-03-31,FANG,111.95,27.484
111.95,42.556999999999995,27.484,17.642,0.2616429924964905,67.355,0.008069545581616483,0.012221177653180725,297.950016,2542.404992,2840.355072,141.704992,512.097984,653.802976,2186.551936,49.021,-73.219,7.182,2016-06-30,FANG,141.74,52.661
141.74,62.578,52.661,43.334,0.5393369793891907,97.407,0.012194053160258884,0.017384955514359528,258.27,3267.410032,3525.680128,175.024992,515.36,690.384992,2835.294976,104.565,-801.664,645.574016,2016-09-30,FANG,181.996,84.039
181.996,94.271,84.039,75.038,0.900970995426178,135.368,0.034726190202294505,0.05047085886502536,1792.166016,3557.513952,5349.680128,209.342,1122.045952,1331.387952,4018.292096,105.734,-328.201984,1721.773056,2016-12-31,FANG,233.556,114.724
233.556,129.334,114.724,103.644,1.0441219806671143,173.652992,0.04948661845894396,0.06817560248633173,198.774,6170.925832,6369.69984,244.068992,1006.273024,1250.342016,5119.358048,175.927008,-1825.47904,20.418,2017-03-31,FANG,274.119008,136.938
274.119008,150.713008,136.938,137.016992,1.3210710287094116,212.111008,0.07096901270458138,0.10078332265649557,221.336992,6562.471752,6783.809024,323.166016,1173.709056,1496.875072,5286.933856,218.504,-395.996992,156.640992,2017-06-30,FANG,309.252992,150.639008
309.252992,166.972,150.639008,141.45,1.3300329446792603,238.218,0.0796929307456927,0.11624127165514261,193.854,7093.714232,7287.567872,417.616992,1283.827968,1701.44496,5586.122848,243.587008,-543.249024,313.279008,2017-09-30,FANG,394.911008,209.311008
394.911008,223.807008,209.311008,199.182,1.5558099746704102,314.388992,0.0775635022443155,0.11367829674826778,358.600992,7412.384024,7770.98496,577.427968,1611.820032,2189.248,5581.73708,250.607008,-367.556992,199.191008,2017-12-31,FANG,445.847008,235.339008
445.847008,261.342016,235.339008,224.374,1.6431050300598145,350.555008,0.07902624368822456,0.11454575141057052,324.467008,7900.421096,8224.887808,607.667968,1882.038016,2489.705984,5735.181936,339.427008,-584.931008,205.544992,2018-03-31,FANG,480,236
480,267,236,304,2.300930976867676,365.784,0.08561151997618376,0.12894651826250486,393.347008,8561.048096,8954.394624,727.076992,2214.851072,2941.928064,6012.466784,424.572992,-613.068992,230.455008,2018-06-30,FANG,496,230
496,262,230,213.199008,1.6710480451583862,376,0.08279208463008333,0.1306571251143497,795.689024,9010.883568,9806.572544,721.787008,2654.989056,3376.776064,6429.796864,389,-621,627,2018-09-30,FANG,625.833024,227.072992
625.833024,268.34304,227.072992,188.968,1.2087160348892212,458.711008,0.04710297026606148,0.07297914509030706,925.020992,20670.665144,21595.686912,1019.612032,6409.812992,7429.425024,14166.262304,412.788992,-1684.084992,977.366016,2018-12-31,FANG,879,336
879,379,336,291,1.3867820501327515,662,0.05044938625594399,0.08016367200830551,693,21575.000448,22268.000256,1112,6641.999872,7753.999872,14513.99968,377,-937,471,2019-03-31,FANG,1023,416
1023,453,416,369,1.6918660402297974,783,0.051183494766874484,0.08374089104806115,972,22198.99936,23171.00032,1180,6541.000192,7721.000192,15450.000064,666,-835,369,2019-06-30,FANG,984,360
984,404,360,324,1.4675190448760986,732,0.05372784715940873,0.08969152599378143,845,22708.000128,23552.999424,1180.999936,6882.999808,8063.999744,15489.000448,809,-972,-63,2019-09-30,FANG,1116,420
1116,486,420,407,1.9239720106124878,821,0.05030283171651384,0.0842354134671065,869,22661.99936,23530.999808,1263.000064,7361.999872,8624.999936,14906,887,-1144,285,2019-12-31,FANG,984,294
984,341,294,247,1.4473119974136353,706,0.04627020602286238,0.07941727165162762,1268,22117.999104,23385.99936,1330,7740.000256,9070.000256,14315.999808,849,-923,101,2020-03-31,FANG,633,93
633,128,93,34,0.2851189970970154,440,0.03774983770819446,0.06644631399234649,654,19683.000576,20337.000448,1061,7440.999936,8501.999936,11834.999552,324,-612,192,2020-06-30,FANG,710,187
710,232.00000000000003,187,137,0.6272450089454651,477,0.03219861515449373,0.05772476679237732,558,18201.999488,18759.999488,1228.999936,6862.000128,8091.000064,10668.999936,569,-320,-182,2020-09-30,FANG,729,238
729,284,238,189,1.0487550497055054,506,0.026245444070860706,0.04899514599354395,602,17016.999616,17618.999296,1236,6578.999808,7814.999808,9803.999872,403,-246,-148,2020-12-31,FANG,1080.999936,550
1080.999936,599.999936,550,492,2.2880051136016846,823,0.0303203922852918,0.05855568322056258,851,21145,21995.999232,1868,8476.000256,10344.000256,11651.999936,624,-587,29,2021-03-31,FANG,1356,634
48.379,15.181000000000003,4.515,-6.301,-0.21646900475025177,29.474,-0.042636776303594755,-0.1378970344580965,143.823008,634.738968,778.561984,148.944992,476.64,625.584992,152.97704,6.509,-89.752,116.405,2011-03-31,GDP,58.835,9.094
58.835,18.747,9.094,-3.861,-0.14919400215148926,40.021,-0.02907817038498813,-0.10514327633550817,91.343,709.84,801.182976,149.668,498.348,648.016,153.167024,61.412,-103.584,-8.231,2011-06-30,GDP,63.832,8.754
63.832,16.643,8.754,-4.247,-0.16257500648498535,46.102,-0.023321617542237265,-0.12787897781159946,117.476,758.508032,875.984,147.518,561.900032,709.418032,166.566,42.016,-94.559,55.437,2011-09-30,GDP,61.328,0.198
61.328,10.078000000000001,0.198,-12.322,-0.3841249942779541,38.775,-0.03501847145439778,-0.20285175229059474,101.129,760.974016,862.102976,114.865,603.537984,718.402984,143.699984,26.403,-47.169,20.672,2011-12-31,GDP,61.201,4.314
61.201,14.447999999999999,4.314,-8.599,-0.2787480056285858,36.592,-0.035242413415233424,-0.2555674594338754,84.519,784.309016,868.828032,107.74,635.070016,742.810016,126.018,30.537,-63.335,29.451,2012-03-31,GDP,62.674,7.099
62.674,15.808000000000005,7.099,-5.989,-0.20663799345493317,41.661,-0.036784234544128144,-0.2734582230748759,72.133,820.725016,892.857984,112.323,657.102016,769.425016,123.43304,47.393,-68.403,22.965,2012-06-30,GDP,64.766,6.503
64.766,16.167999999999996,6.503,-6.809,-0.2286279946565628,43.801,-0.03963872747240329,-0.26684111971327656,44.636,780.696008,825.331968,92.307,597.041024,689.348024,135.984016,19.643,40.502,-60.53,2012-09-30,GDP,65.364,-5.138
65.364,18.405999999999995,-5.138,-18.224,-0.5444620251655579,31.946,-0.04860017369033075,-0.45795083187649055,32.573,735.811992,768.385024,111.883,596.257024,708.140024,60.245008,76.216,-70.258,-6.34,2012-12-31,GDP,47.236,-13.033
47.236,-0.31100000000000205,-13.033,-26.402,-0.7638170123100281,21.941,-0.06989612333781507,-0.8273070907194995,28.328,745.968024,774.296,95.232,647.142016,742.374016,31.922,6.272,-51.778,48.366,2013-03-31,GDP,48.568,-2.6305385
48.568,2.956,-2.6305385,-15.642538,-0.6458280086517334,31.882462,-0.08361933864086017,-0.6672898036280122,37.06,770.525984,807.585984,109.482,578.497984,687.979984,119.606,29.588,-62.462,31.476,2013-06-30,GDP,53.514,-0.053923078125
53.514,7.8919999999999995,-0.053923078125,-12.733923,-0.5445119738578796,33.266076,-0.08737697483838451,-0.5245380373211627,39.778,933.578984,973.356992,105.981,650.860992,756.841992,216.515,4.981,-80.935,75.205,2013-09-30,GDP,50.191,-8.544
50.191,6.012000000000003,-8.544,-20.569,-0.6630510091781616,24.006,-0.09288085864548581,-0.4828566414248006,133.145,841.067992,974.212992,153.922,463.768,617.69,356.523,30.564,-55.479,72.234,2013-12-31,GDP,49.072,-4.854
49.072,6.403999999999997,-4.854,-16.722,-0.54967200756073,24.384,-0.08268435509085788,-0.5374856416073354,86.218,862.834992,949.052992,145.412,474.691008,620.103008,328.950008,6.555,-57.529,2.564,2014-03-31,GDP,50.24,-6.631
50.24,8.53,-6.631,-18.372,-0.8862959742546082,23.445,-0.09114024406039203,-0.5372485928854523,85.197,937.956016,1023.153024,207.538,515.912992,723.450992,299.701944,63.291,-94.045,30.398,2014-06-30,GDP,55.101,-1.854
55.101,7.355000000000004,-1.854,-14.493,-0.49344998598098755,34.157,-0.08423190095533947,-0.5314170245485063,94.265,917.944016,1012.209024,205.820992,591.801024,797.622016,214.587,25.322,-86.114,62.553,2014-09-30,GDP,48.557,-11.634
48.557,-3.5349999999999997,-11.634,-23.125,-2.2762091159820557,28.757,-0.1971661034373113,0,78.296,643.841992,722.137984,157.700992,580.211008,737.912,-15.774024,26.563,-30.732,1.962,2014-12-31,GDP,37.124,-1.267
37.124,10.096999999999998,-1.267,-11.394,-0.3833230137825012,18.966,-0.18036724676692406,-1.0520137495500304,65.323,668.831016,734.153984,116.514,596.982016,713.496016,20.657976,5.717,-67.577,68.278,2015-03-31,GDP,37.269,-2.58
37.269,10.341000000000001,-2.58,-11.437,-0.3293820023536682,16.42,-0.1528790201914925,0,41.522,654.261984,695.784,77.552,633.275008,710.827008,-15.043008,-11.229,-20.646,25.797,2015-06-30,GDP,31.458,-6.638
31.458,2.9919999999999987,-6.638,-18.126,-0.44572898745536804,15.181,-0.16908295319930675,0,40.059,544.909016,584.968,57.325,544.270016,601.595016,-16.626944,-6.347,79.076,-69.052,2015-09-30,GDP,26.073,-31.194
26.073,4.330999999999999,-31.194,-55.529,0.5926160216331482,-12.907,-0.23648848671221767,0,23.229,70.622,93.851,497.800992,4.135,501.935992,-408.085024,-5.152,4.273,8.636,2015-12-31,GDP,6.245,-6.967
6.245,-0.4059999999999999,-6.967,-15.28,-0.2347330003976822,-3.822,-0.24627707831878046,0,22.651,68.124,90.775,480.295008,4.202,484.497008,-393.721976,-10.488,-0.717,12.103,2016-03-31,GDP,6.339,-3.293
6.339,0.7159999999999999,-3.293,-4.419,-0.12606599926948547,-0.752,-0.2426229696906908,0,20.393,65.662,86.055,47.605,436.299008,483.904008,-397.848952,-1.826,-0.754,-0.028,2016-06-30,GDP,7.243,-2.25
7.243,1.6180000000000003,-2.25,-3.501,-0.1558160036802292,0.062,-0.25152890276097484,0,17.943,64.136,82.079,52.062,440.716,492.778,-410.69904,-1.838,-1.735,0,2016-09-30,GDP,7.441,0.024
7.441,2.837,0.024,8.098,-0.2199999988079071,1.858,-0.2293390929499962,0,46.87,82.442,129.312,18.274,50.138,68.412,60.9,-6.859,-2.672,39.882,2016-12-31,GDP,9.413,-3.49
9.413,0.9730000000000003,-3.49,-5.66,-0.625361979007721,-1.196,-0.0711069460249459,0,46.432,86.878,133.31,25.154,52.155,77.309,56.001,4.665,-3.384,-0.182,2017-03-31,GDP,12.465,0.368
12.465,4.140000000000001,0.368,-1.98,-0.1814890056848526,3.451,-0.04338471346717511,0,45.498,97.855,143.352992,33.419,54.289,87.708,55.645,11.463,-14.135,-0.266,2017-06-30,GDP,13.219,2.204
13.219,5.91,2.204,1.091,0.06816700100898743,5.72,0.028339462847956604,0,41.798,98.816,140.614,26.566,56.585,83.151,57.463,0.285,-3.716,0.106,2017-09-30,GDP,11.056,-0.766
11.056,3.475,-0.766,-3.624,-0.22095000743865967,2.466,-0.06956081674910743,-0.16711850517707916,38.49,113.651,152.140992,36.281,59.609,95.89,56.251,2.493,-6.965,-0.622,2017-12-31,GDP,11.834,-1.001
11.834,3.864,-1.001,-3.681,-0.35888999700546265,2.451,-0.053694913464403304,-0.12934849957753772,23.376,108.465,131.841,32.387,45.386,77.773,54.068,6.256,-5.781,-16.736,2018-03-31,GDP,17.835,2.087
17.835,7.055,2.087,-0.529,-0.08516599982976913,7.647,-0.04445562709368248,-0.11736548414675627,14.36,129.47,143.83,36.566,54.13,90.696,53.134,6.399,-20.399,5.998,2018-06-30,GDP,24.42,5.023
24.42,9.607,5.023,1.919,0.11769399791955948,12.945,-0.036228281072577216,-0.10016556901193535,14.692,159.972,174.664,52.196,65.9,118.096,56.568,24.08,-32.005,8.127,2018-09-30,GDP,33.907,11.642
33.907,16.564,11.642,6.107,0.4725419878959656,21.517,0.015201012405254701,0.042814527556119024,21.208,166.556,187.764,42.252,81.082,123.334,64.43,12.451,-20.064,9.75,2018-12-31,GDP,29.14,5.107
29.14,10.426999999999998,5.107,-0.304,-0.012037999927997589,15.791,0.0421397279774615,0.1172440879638069,16.526,187.413992,203.94,46.596,90.726,137.322,66.618,17.907,-26.97,4.995,2019-03-31,GDP,31.884,4.352
31.884,9.229000000000001,4.352,0.972,0.2344760000705719,18.395,0.05981947892861431,0.16834192952119734,32.577,201.164008,233.740992,52.317,100.39,152.707,81.034,23.346,-26.812,5.135,2019-06-30,GDP,33.087,6.139
33.087,11.563,6.139,4.158,0.2621009945869446,20.025,0.06528718221840019,0.18900811950094779,21.846,212.812,234.658,45.635,104.203,149.838,84.82,15.594,-19.083,2.98,2019-09-30,GDP,26.736,-2.001
26.736,3.2590000000000012,-2.001,-3.965,-0.2750129997730255,12.587,0.048893842400288476,0.14052747400652782,23.248,216.07,239.318,42.963,112.19,155.153,84.165,22.224,-25.102,3.17,2019-12-31,GDP,28.955,1.7
28.955,6.622000000000001,1.7,-0.133,0.03922799974679947,15.352,0.018529804169385464,0.05349509431043152,23.133,220.772,243.904992,42.615,112.782,155.397,88.508,14.85,-15.038,-0.002,2020-03-31,GDP,27.813,1.918
27.813,6.430000000000001,1.918,0.216,-0.37114599347114563,14.179,-0.01621670908084359,-0.0481139541018201,15.922,211.491008,227.412992,36.52,116.496,153.016,74.397,16.23,-18.158,2.23,2020-06-30,GDP,23.063,1.084
23.063,4.964,1.084,-0.644,-0.31603699922561646,11.81,-0.04331630453366565,-0.144144108571345,13.029,207.403992,220.432992,47.292,121.203,168.495,51.938,13.512,-14.816,0.991,2020-09-30,GDP,29.187,4.896
29.187,9.591999999999999,4.896,3.262,0.25179100036621094,16.201,0.012160353058164078,0.04297928182288146,14.024,191.053,205.076992,41.951,121.556,163.507,41.57,14.299,-10.25,-3.94,2020-12-31,GDP,31.18,10.866
31.18,13.29,10.866,8.95,0.5367339849472046,20.915,0.017920891164442104,0.0394627264649076,16.413,210.22,226.632992,52.724,126.248,178.972,47.661,21.164,-27.147,5.801,2021-03-31,GDP,36.779,11.697
10085.000192,3045.000192,1154,992,1.5386439561843872,1712,0.04250142665426536,0.0889825183486055,9436.000256,27201.000448,36636.99968,7351.000064,11169.000448,18520.000512,18116.99968,1135.000064,-734,-41,2011-03-31,HES,9930.999808,1183.000064
9930.999808,3089.9998719999994,1183.000064,1045,1.9404000043869019,1771.000064,0.0514761389838001,0.10327690715943495,8885.999616,28104.999936,36991.000576,6796.000256,11290.999808,18087.000064,18904,1688.999936,-1420.999936,-42,2011-06-30,HES,8714.999808,654
8714.999808,2533.9996160000005,654,543,1.5338799953460693,1240,0.05024850179061196,0.10296559945978614,7479.000064,29860.000256,37339.000832,6606.000128,11818.999808,18424.999936,18913.99968,1022,-2320,-69,2011-09-30,HES,9749.000192,820
9749.000192,3037.0001919999995,820,519,1.1443699598312378,1494,0.05609402383672716,0.1187558587587097,8338.999808,30796.99968,39136.002048,8099.999744,12444.000256,20544,18592,1138,-2091.000064,477,2011-12-31,HES,2896,906
2896,2626,906,805,1.392838954925537,1568,0.052792297882030284,0.11023451756781683,8211.999744,32434.999808,40647.000064,8191.000064,13299.00032,21490.000384,19157.000064,988,-1772,829,2012-03-31,HES,3324,1228.999936
3324,2992,1228.999936,1143.000064,1.7724560499191284,1998,0.05109722366487843,0.10256317460342264,7925.000192,32689.000448,40613.998592,7084.000256,13571.00032,20655.000576,19958.999808,1240,-1992.999936,766,2012-06-30,HES,3072,880
3072,2713,880,791,1.0489710569381714,1608,0.04571406988810569,0.09235809568845092,8157.000192,34055.001088,42211.999744,7848,13712,21560,20652.000128,1862,-1616.999936,-126,2012-09-30,HES,5718.000128,695
5718.000128,2878.000128,695,626,1.0534509420394897,1419.000064,0.04199595285827896,0.08856991265678796,8386.999808,35054.000128,43441.000448,8382.000128,13856,22238.000128,21202.99936,1570,-1668.999936,213,2012-12-31,HES,6105.999872,1135.000064
6105.999872,3051.999744,1135.000064,1028,1.7184300422668457,1824,0.04599763823000668,0.09206624620318511,11418.000384,30960.999424,42379.001856,8906.000384,10947.999744,19854.000128,22525.000384,819,-261,-756,2013-03-31,HES,3068.999936,1052
3068.999936,2647.999936,1052,924,0.9459009766578674,1664.999936,0.03977840610246191,0.07453635958340947,9991.999488,31435.999232,41428.000768,6733.000192,10721.999872,17455.000064,23973.000192,1247.000064,936,-1902,2013-06-30,HES,2720,775
2720,2345,775,684,1.0606319904327393,1456,0.0389344642384064,0.07390264100182976,9256.999936,32638.999552,41896.001536,6922.999808,11130.999808,18053.999616,23842.000448,1254,-1487.000064,-171,2013-09-30,HES,2721.999872,592
2721.999872,2260.999872,592,519,4.936252117156982,1306,0.0527664014519119,0.09902205426922957,8599.000064,34155.00032,42753.998848,6558.000128,11411.999744,17969.999872,24783.999488,1550,1390,-1447.000064,2013-12-31,HES,2672.999936,771
2672.999936,2279.9999360000006,771,705,1.3345880508422852,1496.999936,0.06543321811342748,0.11927108043612171,7048,34376,41423.998976,5981.000192,11201.000448,17182.00064,24241.999488,1158,-262,-1422,2014-03-31,HES,2828.999936,429
2828.999936,2407.999936,429,319,0.8070999979972839,1214,0.06472805545187171,0.11230635135452172,8766.999552,32304,41071.0016,5256.999936,11459.999744,16716.99968,24353.999424,903,240,-226,2014-06-30,HES,2678.000128,613
2678.000128,2255.000128,613,480,0.8708199858665466,1451.000064,0.062119438216192056,0.10862384860845385,8865.000448,32109.999104,40974.999552,5015.000064,11594.999808,16609.999872,24365.000192,1322,1584.999936,-992,2014-09-30,HES,2556.999936,291
2556.999936,1496.999936,291,180,0.16356399655342102,1166,0.029966364739263993,0.05182951786582424,6312.999936,32093.999616,38407.000064,4850.999808,11235.999744,16086.999552,22319.999936,1050,-1531.000064,-1195.000064,2014-12-31,HES,1538,-458
1538,1260,-458,-531,-0.9982360005378723,498,0.007338277956672694,0.012374757482868854,4322.999808,31777.99936,36101.001216,3467.000064,10967.000064,14434.000128,21666.999296,436,-1226,-148,2015-03-31,HES,1952.999936,-199
1952.999936,1596.999936,-199,-303,-0.5170590281486511,829,-0.0030628091115888325,-0.005174162374302078,3926.000128,31632.001024,35557.998592,3492.999936,10961.999872,14454.999808,21102.999552,714,-1188.999936,-100,2015-06-30,HES,1671.000064,-473
1671.000064,778.000064,-473,-539,-0.9399999976158142,515,-0.016762020143907763,-0.028475208424747697,5597.000192,30859.00032,36456.001536,2624,11468.99968,14092.99968,22362.999808,282,-956,2756,2015-09-30,HES,1474,-542
1474,622.0000000000001,-542,-715,-1.4583330154418945,441,-0.03125516752103014,-0.05453102859921515,4403.999744,29753.00096,34157.000704,2628,11128.000512,13756.000512,20400.999872,623,-909,-11,2015-12-31,HES,973,-769
973,348,-769,-834,-1.7200000286102295,99,-0.037653893510472186,-0.06433197508209317,4944.999936,29862.999552,34808.000512,2192.999936,10981.000192,13174.000128,21634.000064,-60,-613,1514,2016-03-31,HES,1224,-546
1224,947,-546,-586,-1.1080080270767212,251,-0.04364397193636598,-0.07582355389443975,4631.000064,29603.000832,34233.99936,2139.000064,10920.999936,13060,21174.000512,197,-527,-132,2016-06-30,HES,1176.999936,-479
1176.999936,506.999936,-479,-544,-1.1052039861679077,332,-0.044874849125521504,-0.07987141161545311,4893.000192,29565.99936,34459.000832,2616.999936,10926.999552,13543.999488,20914.999488,332,-526,628,2016-09-30,HES,1388,-455
1388,444.99999999999994,-455,-537,-0.9950370192527771,313,-0.1884593352870314,-0.3572679655380162,4276,24344.999808,28621.000704,2251.000064,10778.999808,13029.999872,15591.000064,326,-424,-699,2016-12-31,HES,1258,-214
1258,700,-214,-303.538464,-1.059095025062561,523,-0.041101290606569425,-0.07975949457023364,4171.000064,23928.999424,28099.999744,2126,10741.000192,12867.000192,15233.000128,349,-290,-105,2017-03-31,HES,1196.999936,-340
1196.999936,569.999936,-340,-395.923072,-1.4029899835586548,401,-0.04474787280471082,-0.08756908556556646,4270.000128,23528.00096,27797.999616,2118,10602.000384,12720.000384,15077.99968,165,-401,42,2017-06-30,HES,1348,-274
